2010-05-04,28.639999
2010-05-05,28.52
2010-05-06,27.91
2010-05-07,27.190001000000002
2010-05-10,27.719998999999998
2010-05-11,27.98
2010-05-12,29.360001
2010-05-13,29.440001000000002
2010-05-14,29.27
2010-05-17,29.450001
2010-05-18,29.290001
2010-05-19,29.700001
2010-05-20,29.030001000000002
2010-05-21,29.549999
2010-05-24,30.01
2010-05-25,30.610001
2010-05-26,30.440001000000002
2010-05-27,30.639999
2010-05-28,30.23
2010-06-01,30.540001
2010-06-02,31.360001
2010-06-03,30.700001
2010-06-04,30.040001
2010-06-07,29.23
2010-06-08,29.83
2010-06-09,30.0
2010-06-10,29.98
2010-06-11,29.969998999999998
2010-06-14,30.219998999999998
2010-06-15,30.0
2010-06-16,30.299999
2010-06-17,29.9
2010-06-18,30.15
2010-06-21,29.629998999999998
2010-06-22,28.889999
2010-06-23,29.129998999999998
2010-06-24,29.129998999999998
2010-06-25,29.08
2010-06-28,28.91
2010-06-29,28.389999
2010-06-30,27.549999
2010-07-01,28.129998999999998
2010-07-02,28.01
2010-07-06,28.0
2010-07-07,27.950001
2010-07-08,27.629998999999998
2010-07-09,28.139999
2010-07-12,27.469998999999998
2010-07-13,27.700001
2010-07-14,28.23
2010-07-15,29.799999
2010-07-16,29.09
2010-07-19,29.27
2010-07-20,29.52
2010-07-21,28.92
2010-07-22,28.98
2010-07-23,29.370001000000002
2010-07-26,29.690001000000002
2010-07-27,29.360001
2010-07-28,29.5
2010-07-29,28.719998999999998
2010-07-30,29.18
2010-08-02,29.51
2010-08-03,29.33
2010-08-04,30.1
2010-08-05,29.59
2010-08-06,29.440001000000002
2010-08-09,29.66
2010-08-10,29.35
2010-08-11,28.440001000000002
2010-08-12,29.0
2010-08-13,28.76
2010-08-16,29.08
2010-08-17,29.360001
2010-08-18,29.389999
2010-08-19,29.0
2010-08-20,29.440001000000002
2010-08-23,28.15
2010-08-24,28.02
2010-08-25,28.450001
2010-08-26,28.5
2010-08-27,28.09
2010-08-30,27.379998999999998
2010-08-31,27.309998999999998
2010-09-01,28.02
2010-09-02,28.700001
2010-09-03,28.030001000000002
2010-09-07,28.0
2010-09-08,27.68
2010-09-09,27.33
2010-09-10,27.450001
2010-09-13,27.42
2010-09-14,27.4
2010-09-15,27.469998999999998
2010-09-16,27.68
2010-09-17,27.42
2010-09-20,27.799999
2010-09-21,27.73
2010-09-22,27.67
2010-09-23,27.450001
2010-09-24,28.23
2010-09-27,29.25
2010-09-28,29.76
2010-09-29,29.530001000000002
2010-09-30,29.25
2010-10-01,29.15
2010-10-04,28.940001000000002
2010-10-05,29.24
2010-10-06,29.76
2010-10-07,29.83
2010-10-08,30.0
2010-10-11,29.34
2010-10-12,28.809998999999998
2010-10-13,29.24
2010-10-14,29.0
2010-10-15,28.93
2010-10-18,29.34
2010-10-19,28.110001
2010-10-20,28.1
2010-10-21,27.9
2010-10-22,28.200001
2010-10-25,28.59
2010-10-26,28.32
2010-10-27,27.940001000000002
2010-10-28,27.940001000000002
2010-10-29,28.190001000000002
2010-11-01,27.940001000000002
2010-11-02,28.639999
2010-11-03,28.549999
2010-11-04,28.35
2010-11-05,28.0
2010-11-08,28.379998999999998
2010-11-09,28.58
2010-11-10,29.059998999999998
2010-11-11,29.68
2010-11-12,29.02
2010-11-15,28.879998999999998
2010-11-16,29.16
2010-11-17,29.709999
2010-11-18,30.08
2010-11-19,30.959999
2010-11-22,31.98
2010-11-23,33.279999
2010-11-24,33.009997999999996
2010-11-26,32.740002000000004
2010-11-29,32.779999
2010-11-30,32.84
2010-12-01,32.310001
2010-12-02,31.93
2010-12-03,33.43
2010-12-06,30.99
2010-12-07,31.6
2010-12-08,30.84
2010-12-09,30.83
2010-12-10,31.07
2010-12-13,31.0
2010-12-14,30.5
2010-12-15,30.51
2010-12-16,30.700001
2010-12-17,30.66
2010-12-20,30.99
2010-12-21,31.299999
2010-12-22,31.09
2010-12-23,30.809998999999998
2010-12-27,30.629998999999998
2010-12-28,30.620001000000002
2010-12-29,30.790001
2010-12-30,30.58
2010-12-31,30.67
2011-01-03,30.67
2011-01-04,30.540001
2011-01-05,30.1
2011-01-06,29.799999
2011-01-07,29.83
2011-01-10,30.0
2011-01-11,29.59
2011-01-12,29.459999
2011-01-13,28.700001
2011-01-14,29.459999
2011-01-18,30.0
2011-01-19,29.33
2011-01-20,29.48
2011-01-21,29.41
2011-01-24,29.0
2011-01-25,28.700001
2011-01-26,28.75
2011-01-27,28.67
2011-01-28,28.4
2011-01-31,27.809998999999998
2011-02-01,28.85
2011-02-02,27.629998999999998
2011-02-03,27.450001
2011-02-04,27.469998999999998
2011-02-07,27.9
2011-02-08,28.0
2011-02-09,27.91
2011-02-10,27.65
2011-02-11,27.24
2011-02-14,26.85
2011-02-15,26.93
2011-02-16,29.639999
2011-02-17,29.52
2011-02-18,29.25
2011-02-22,28.48
2011-02-23,27.969998999999998
2011-02-24,28.35
2011-02-25,28.0
2011-02-28,28.25
2011-03-01,28.280001000000002
2011-03-02,28.27
2011-03-03,27.98
2011-03-04,28.469998999999998
2011-03-07,27.9
2011-03-08,28.030001000000002
2011-03-09,28.0
2011-03-10,28.110001
2011-03-11,28.82
2011-03-14,28.65
2011-03-15,28.879998999999998
2011-03-16,29.780001000000002
2011-03-17,29.75
2011-03-18,29.85
2011-03-21,30.379998999999998
2011-03-22,30.84
2011-03-23,30.610001
2011-03-24,31.23
2011-03-25,31.549999
2011-03-28,31.49
2011-03-29,30.52
2011-03-30,31.540001
2011-03-31,31.35
2011-04-01,31.549999
2011-04-04,31.6
2011-04-05,32.23
2011-04-06,32.349998
2011-04-07,32.509997999999996
2011-04-08,31.82
2011-04-11,31.629998999999998
2011-04-12,31.809998999999998
2011-04-13,31.73
2011-04-14,31.450001
2011-04-15,31.49
2011-04-18,31.49
2011-04-19,31.360001
2011-04-20,31.0
2011-04-21,31.17
2011-04-25,31.959999
2011-04-26,32.200001
2011-04-27,32.880001
2011-04-28,33.049999
2011-04-29,32.59
2011-05-02,33.060001
2011-05-03,33.18
2011-05-04,32.720001
2011-05-05,32.509997999999996
2011-05-06,32.950001
2011-05-09,33.009997999999996
2011-05-10,33.09
2011-05-11,33.419998
2011-05-12,33.709998999999996
2011-05-13,33.389998999999996
2011-05-16,33.490002000000004
2011-05-17,33.619999
2011-05-18,34.060001
2011-05-19,33.610001000000004
2011-05-20,33.630001
2011-05-23,32.900002
2011-05-24,32.75
2011-05-25,33.16
2011-05-26,33.889998999999996
2011-05-27,34.66
2011-05-31,35.07
2011-06-01,31.809998999999998
2011-06-02,31.969998999999998
2011-06-03,31.84
2011-06-06,32.25
2011-06-07,32.43
2011-06-08,32.310001
2011-06-09,32.700001
2011-06-10,32.57
2011-06-13,33.02
2011-06-14,33.450001
2011-06-15,33.360001000000004
2011-06-16,33.18
2011-06-17,33.889998999999996
2011-06-20,34.27
2011-06-21,34.400002
2011-06-22,33.98
2011-06-23,33.57
2011-06-24,33.439999
2011-06-27,33.09
2011-06-28,33.459998999999996
2011-06-29,33.419998
2011-06-30,33.889998999999996
2011-07-01,34.0
2011-07-05,34.09
2011-07-06,34.099998
2011-07-07,34.130001
2011-07-08,33.860001000000004
2011-07-11,33.279999
2011-07-12,33.27
2011-07-13,33.349998
2011-07-14,33.360001000000004
2011-07-15,33.209998999999996
2011-07-18,33.060001
2011-07-19,33.82
2011-07-20,33.220001
2011-07-21,33.41
2011-07-22,33.200001
2011-07-25,32.48
2011-07-26,32.5
2011-07-27,31.74
2011-07-28,31.5
2011-07-29,31.459999
2011-08-01,31.139999
2011-08-02,30.52
2011-08-03,31.049999
2011-08-04,30.4
2011-08-05,30.799999
2011-08-08,30.459999
2011-08-09,31.639999
2011-08-10,30.780001000000002
2011-08-11,31.620001000000002
2011-08-12,31.66
2011-08-15,32.189999
2011-08-16,33.790001000000004
2011-08-17,32.77
2011-08-18,32.549999
2011-08-19,32.080002
2011-08-22,31.940001000000002
2011-08-23,32.400002
2011-08-24,32.84
2011-08-25,32.23
2011-08-26,32.549999
2011-08-29,33.790001000000004
2011-08-30,35.759997999999996
2011-08-31,36.599998
2011-09-01,35.970001
2011-09-02,36.060001
2011-09-06,36.450001
2011-09-07,37.130001
2011-09-08,35.0
2011-09-09,34.799999
2011-09-12,35.740002000000004
2011-09-13,36.049999
2011-09-14,37.009997999999996
2011-09-15,37.389998999999996
2011-09-16,38.07
2011-09-19,37.900002
2011-09-20,37.650002
2011-09-21,37.080002
2011-09-22,36.009997999999996
2011-09-23,36.549999
2011-09-26,37.080002
2011-09-27,37.32
2011-09-28,37.779999
2011-09-29,37.720001
2011-09-30,37.759997999999996
2011-10-03,36.82
2011-10-04,37.220001
2011-10-05,37.709998999999996
2011-10-06,37.880001
2011-10-07,37.799999
2011-10-10,38.450001
2011-10-11,39.07
2011-10-12,38.950001
2011-10-13,38.830002
2011-10-14,39.330002
2011-10-17,39.32
2011-10-18,40.040001000000004
2011-10-19,39.919998
2011-10-20,39.75
2011-10-21,40.0
2011-10-24,40.009997999999996
2011-10-25,40.360001000000004
2011-10-26,39.869999
2011-10-27,39.77
2011-10-28,38.970001
2011-10-31,39.66
2011-11-01,39.09
2011-11-02,39.18
2011-11-03,38.919998
2011-11-04,39.259997999999996
2011-11-07,39.200001
2011-11-08,39.450001
2011-11-09,38.709998999999996
2011-11-10,38.959998999999996
2011-11-11,39.860001000000004
2011-11-14,39.720001
2011-11-15,40.290001000000004
2011-11-16,39.470001
2011-11-17,39.060001
2011-11-18,39.709998999999996
2011-11-21,39.23
2011-11-22,39.389998999999996
2011-11-23,38.93
2011-11-25,38.32
2011-11-28,38.700001
2011-11-29,39.93
2011-11-30,40.57
2011-12-01,40.09
2011-12-02,39.939999
2011-12-05,40.580002
2011-12-06,39.630001
2011-12-07,39.470001
2011-12-08,39.990002000000004
2011-12-09,40.439999
2011-12-12,41.32
2011-12-13,41.450001
2011-12-14,40.939999
2011-12-15,40.91
2011-12-16,41.02
2011-12-19,40.470001
2011-12-20,40.860001000000004
2011-12-21,40.720001
2011-12-22,40.950001
2011-12-23,41.220001
2011-12-27,41.48
2011-12-28,41.450001
2011-12-29,41.32
2011-12-30,41.139998999999996
2012-01-03,41.080002
2012-01-04,41.360001000000004
2012-01-05,41.360001000000004
2012-01-06,40.869999
2012-01-09,40.849998
2012-01-10,40.5
2012-01-11,40.41
2012-01-12,40.369999
2012-01-13,41.0
2012-01-17,41.380001
2012-01-18,41.43
2012-01-19,41.220001
2012-01-20,40.959998999999996
2012-01-23,41.290001000000004
2012-01-24,41.82
2012-01-25,42.700001
2012-01-26,42.419998
2012-01-27,42.09
2012-01-30,42.299999
2012-01-31,42.610001000000004
2012-02-01,42.32
2012-02-02,42.299999
2012-02-03,41.939999
2012-02-06,42.02
2012-02-07,42.41
2012-02-08,42.27
2012-02-09,42.669998
2012-02-10,42.889998999999996
2012-02-13,41.759997999999996
2012-02-14,42.490002000000004
2012-02-15,42.27
2012-02-16,41.939999
2012-02-17,42.380001
2012-02-21,42.130001
2012-02-22,41.380001
2012-02-23,42.139998999999996
2012-02-24,41.669998
2012-02-27,41.639998999999996
2012-02-28,42.290001000000004
2012-02-29,42.060001
2012-03-01,43.009997999999996
2012-03-02,42.77
2012-03-05,43.200001
2012-03-06,42.709998999999996
2012-03-07,42.549999
2012-03-08,43.380001
2012-03-09,44.209998999999996
2012-03-12,43.610001000000004
2012-03-13,43.860001000000004
2012-03-14,44.459998999999996
2012-03-15,45.130001
2012-03-16,44.689999
2012-03-19,44.75
2012-03-20,45.25
2012-03-21,44.75
2012-03-22,46.139998999999996
2012-03-23,47.130001
2012-03-26,47.259997999999996
2012-03-27,45.75
2012-03-28,46.0
2012-03-29,46.27
2012-03-30,46.200001
2012-04-02,46.759997999999996
2012-04-03,47.0
2012-04-04,46.84
2012-04-05,47.220001
2012-04-09,46.540001000000004
2012-04-10,45.5
2012-04-11,45.860001000000004
2012-04-12,46.630001
2012-04-13,46.299999
2012-04-16,45.889998999999996
2012-04-17,46.549999
2012-04-18,46.880001
2012-04-19,46.639998999999996
2012-04-20,46.93
2012-04-23,46.5
2012-04-24,45.689999
2012-04-25,46.299999
2012-04-26,47.41
2012-04-27,47.779999
2012-04-30,47.459998999999996
2012-05-01,47.799999
2012-05-02,48.189999
2012-05-03,48.080002
2012-05-04,47.560001
2012-05-07,48.209998999999996
2012-05-08,47.099998
2012-05-09,46.84
2012-05-10,46.950001
2012-05-11,47.169998
2012-05-14,46.82
2012-05-15,47.0
2012-05-16,47.610001000000004
2012-05-17,45.990002000000004
2012-05-18,45.650002
2012-05-21,46.349998
2012-05-22,45.900002
2012-05-23,46.900002
2012-05-24,47.650002
2012-05-25,47.580002
2012-05-29,48.060001
2012-05-30,48.560001
2012-05-31,48.91
2012-06-01,48.619999
2012-06-04,48.490002000000004
2012-06-05,46.759997999999996
2012-06-06,48.700001
2012-06-07,48.98
2012-06-08,50.290001000000004
2012-06-11,50.18
2012-06-12,50.330002
2012-06-13,50.18
2012-06-14,50.549999
2012-06-15,52.189999
2012-06-18,51.630001
2012-06-19,52.200001
2012-06-20,52.599998
2012-06-21,52.380001
2012-06-22,52.599998
2012-06-25,53.189999
2012-06-26,54.950001
2012-06-27,54.02
2012-06-28,53.73
2012-06-29,54.389998999999996
2012-07-02,54.73
2012-07-03,53.759997999999996
2012-07-05,54.290001000000004
2012-07-06,54.59
2012-07-09,54.860001000000004
2012-07-10,55.599998
2012-07-11,54.919998
2012-07-12,54.0
2012-07-13,54.529999
2012-07-16,54.610001000000004
2012-07-17,55.060001
2012-07-18,53.740002000000004
2012-07-19,52.290001000000004
2012-07-20,52.34
2012-07-23,52.32
2012-07-24,52.48
2012-07-25,51.290001000000004
2012-07-26,51.279999
2012-07-27,50.990002000000004
2012-07-30,50.950001
2012-07-31,51.009997999999996
2012-08-01,51.060001
2012-08-02,51.470001
2012-08-03,51.900002
2012-08-06,51.540001000000004
2012-08-07,52.720001
2012-08-08,52.099998
2012-08-09,51.349998
2012-08-10,51.77
2012-08-13,52.540001000000004
2012-08-14,52.310001
2012-08-15,51.759997999999996
2012-08-16,51.220001
2012-08-17,51.349998
2012-08-20,50.790001000000004
2012-08-21,50.77
2012-08-22,50.540001000000004
2012-08-23,49.709998999999996
2012-08-24,49.66
2012-08-27,48.849998
2012-08-28,48.82
2012-08-29,48.540001000000004
2012-08-30,50.07
2012-08-31,51.07
2012-09-04,50.66
2012-09-05,51.060001
2012-09-06,50.639998999999996
2012-09-07,49.849998
2012-09-10,48.970001
2012-09-11,48.830002
2012-09-12,49.720001
2012-09-13,50.740002000000004
2012-09-14,50.16
2012-09-17,50.110001000000004
2012-09-18,50.25
2012-09-19,51.18
2012-09-20,52.450001
2012-09-21,52.939999
2012-09-24,52.509997999999996
2012-09-25,52.700001
2012-09-26,52.860001000000004
2012-09-27,52.0
2012-09-28,51.540001000000004
2012-10-01,51.610001000000004
2012-10-02,51.549999
2012-10-03,51.549999
2012-10-04,52.07
2012-10-05,51.689999
2012-10-08,51.049999
2012-10-09,50.209998999999996
2012-10-10,50.459998999999996
2012-10-11,49.57
2012-10-12,49.25
2012-10-15,49.330002
2012-10-16,50.290001000000004
2012-10-17,48.240002000000004
2012-10-18,47.290001000000004
2012-10-19,47.169998
2012-10-22,46.950001
2012-10-23,47.110001000000004
2012-10-24,47.220001
2012-10-25,47.299999
2012-10-26,47.630001
2012-10-31,48.619999
2012-11-01,48.5
2012-11-02,47.77
2012-11-05,47.73
2012-11-06,48.0
2012-11-07,47.98
2012-11-08,48.119999
2012-11-09,46.990002000000004
2012-11-12,46.709998999999996
2012-11-13,46.599998
2012-11-14,47.18
2012-11-15,47.959998999999996
2012-11-16,48.700001
2012-11-19,48.470001
2012-11-20,47.59
2012-11-21,48.0
2012-11-23,49.41
2012-11-26,49.310001
2012-11-27,49.509997999999996
2012-11-28,49.580002
2012-11-29,49.860001000000004
2012-11-30,50.0
2012-12-03,48.759997999999996
2012-12-04,47.939999
2012-12-05,46.599998
2012-12-06,46.43
2012-12-07,46.799999
2012-12-10,46.57
2012-12-11,42.939999
2012-12-12,44.389998999999996
2012-12-13,44.950001
2012-12-14,43.830002
2012-12-17,44.130001
2012-12-18,44.200001
2012-12-19,43.279999
2012-12-20,43.970001
2012-12-21,43.630001
2012-12-24,43.459998999999996
2012-12-26,42.950001
2012-12-27,43.119999
2012-12-28,42.700001
2012-12-31,44.09
2013-01-02,42.919998
2013-01-03,42.330002
2013-01-04,44.599998
2013-01-07,43.720001
2013-01-08,43.360001000000004
2013-01-09,42.990002000000004
2013-01-10,43.380001
2013-01-11,43.34
2013-01-14,43.02
2013-01-15,44.639998999999996
2013-01-16,44.630001
2013-01-17,44.849998
2013-01-18,44.650002
2013-01-22,44.970001
2013-01-23,45.060001
2013-01-24,46.369999
2013-01-25,46.84
2013-01-28,47.0
2013-01-29,47.16
2013-01-30,46.77
2013-01-31,46.220001
2013-02-01,46.279999
2013-02-04,45.52
2013-02-05,45.540001000000004
2013-02-06,46.049999
2013-02-07,45.400002
2013-02-08,46.0
2013-02-11,45.75
2013-02-12,45.040001000000004
2013-02-13,44.389998999999996
2013-02-14,45.029999
2013-02-15,44.369999
2013-02-19,43.959998999999996
2013-02-20,43.799999
2013-02-21,45.509997999999996
2013-02-22,46.029999
2013-02-25,45.450001
2013-02-26,44.950001
2013-02-27,46.560001
2013-02-28,46.34
2013-03-01,47.57
2013-03-04,48.650002
2013-03-05,48.919998
2013-03-06,48.200001
2013-03-07,47.459998999999996
2013-03-08,47.790001000000004
2013-03-11,47.48
2013-03-12,47.759997999999996
2013-03-13,48.029999
2013-03-14,48.77
2013-03-15,48.18
2013-03-18,48.110001000000004
2013-03-19,47.77
2013-03-20,49.790001000000004
2013-03-21,49.810001
2013-03-22,50.07
2013-03-25,51.080002
2013-03-26,52.220001
2013-03-27,50.950001
2013-03-28,50.580002
2013-04-01,50.619999
2013-04-02,50.540001000000004
2013-04-03,50.119999
2013-04-04,50.73
2013-04-05,50.400002
2013-04-08,50.360001000000004
2013-04-09,49.849998
2013-04-10,50.240002000000004
2013-04-11,50.279999
2013-04-12,50.310001
2013-04-15,49.900002
2013-04-16,50.470001
2013-04-17,51.900002
2013-04-18,51.299999
2013-04-19,51.82
2013-04-22,51.630001
2013-04-23,52.150002
2013-04-24,52.09
2013-04-25,52.709998999999996
2013-04-26,52.830002
2013-04-29,52.18
2013-04-30,52.09
2013-05-01,52.029999
2013-05-02,52.389998999999996
2013-05-03,52.490002000000004
2013-05-06,53.580002
2013-05-07,53.439999
2013-05-08,53.419998
2013-05-09,52.68
2013-05-10,52.799999
2013-05-13,52.59
2013-05-14,52.790001000000004
2013-05-15,53.32
2013-05-16,53.259997999999996
2013-05-17,54.080002
2013-05-20,53.84
2013-05-21,54.470001
2013-05-22,53.860001000000004
2013-05-23,54.450001
2013-05-24,54.419998
2013-05-28,54.48
2013-05-29,53.93
2013-05-30,53.669998
2013-05-31,52.799999
2013-06-03,53.549999
2013-06-04,48.639998999999996
2013-06-05,50.189999
2013-06-06,51.32
2013-06-07,51.09
2013-06-10,50.349998
2013-06-11,51.669998
2013-06-12,51.09
2013-06-13,51.200001
2013-06-14,51.18
2013-06-17,51.130001
2013-06-18,52.290001000000004
2013-06-19,51.330002
2013-06-20,49.880001
2013-06-21,50.209998999999996
2013-06-24,50.0
2013-06-25,50.509997999999996
2013-06-26,51.169998
2013-06-27,51.639998999999996
2013-06-28,50.43
2013-07-01,52.43
2013-07-02,51.360001000000004
2013-07-03,51.110001000000004
2013-07-05,52.009997999999996
2013-07-08,52.119999
2013-07-09,51.799999
2013-07-10,54.779999
2013-07-11,55.650002
2013-07-12,53.77
2013-07-15,53.959998999999996
2013-07-16,53.900002
2013-07-17,53.650002
2013-07-18,53.450001
2013-07-19,53.299999
2013-07-22,53.540001000000004
2013-07-23,53.82
2013-07-24,54.23
2013-07-25,54.23
2013-07-26,53.779999
2013-07-29,54.18
2013-07-30,54.060001
2013-07-31,54.669998
2013-08-01,55.419998
2013-08-02,55.790001000000004
2013-08-05,55.25
2013-08-06,54.869999
2013-08-07,54.119999
2013-08-08,54.73
2013-08-09,54.25
2013-08-12,54.349998
2013-08-13,54.599998
2013-08-14,54.5
2013-08-15,53.5
2013-08-16,52.470001
2013-08-19,54.09
2013-08-20,53.369999
2013-08-21,54.400002
2013-08-22,55.450001
2013-08-23,55.049999
2013-08-26,55.59
2013-08-27,54.650002
2013-08-28,54.48
2013-08-29,54.369999
2013-08-30,53.970001
2013-09-03,53.880001
2013-09-04,56.389998999999996
2013-09-05,57.380001
2013-09-06,56.959998999999996
2013-09-09,57.470001
2013-09-10,57.330002
2013-09-11,57.360001000000004
2013-09-12,57.139998999999996
2013-09-13,56.830002
2013-09-16,57.0
2013-09-17,57.330002
2013-09-18,57.919998
2013-09-19,58.490002000000004
2013-09-20,57.650002
2013-09-23,58.189999
2013-09-24,58.110001000000004
2013-09-25,57.0
2013-09-26,56.75
2013-09-27,56.59
2013-09-30,56.459998999999996
2013-10-01,57.779999
2013-10-02,57.900002
2013-10-03,57.75
2013-10-04,58.77
2013-10-07,57.139998999999996
2013-10-08,56.349998
2013-10-09,56.700001
2013-10-10,57.540001000000004
2013-10-11,57.830002
2013-10-14,57.049999
2013-10-15,56.75
2013-10-16,57.369999
2013-10-17,58.82
2013-10-18,58.889998999999996
2013-10-21,58.919998
2013-10-22,59.369999
2013-10-23,58.98
2013-10-24,59.75
2013-10-25,59.5
2013-10-28,59.169998
2013-10-29,59.34
2013-10-30,58.57
2013-10-31,57.779999
2013-11-01,57.77
2013-11-04,57.529999
2013-11-05,58.110001000000004
2013-11-06,58.009997999999996
2013-11-07,57.220001
2013-11-08,57.279999
2013-11-11,58.009997999999996
2013-11-12,58.470001
2013-11-13,59.240002000000004
2013-11-14,59.490002000000004
2013-11-15,59.259997999999996
2013-11-18,58.880001
2013-11-19,58.700001
2013-11-20,58.330002
2013-11-21,57.939999
2013-11-22,58.400002
2013-11-25,58.490002000000004
2013-11-26,58.790001000000004
2013-11-27,57.349998
2013-11-29,56.939999
2013-12-02,56.290001000000004
2013-12-03,56.48
2013-12-04,56.369999
2013-12-05,59.810001
2013-12-06,60.200001
2013-12-09,61.080002
2013-12-10,60.740002000000004
2013-12-11,61.310001
2013-12-12,60.459998999999996
2013-12-13,60.48
2013-12-16,59.490002000000004
2013-12-17,59.029999
2013-12-18,60.029999
2013-12-19,59.560001
2013-12-20,60.080002
2013-12-23,61.59
2013-12-24,61.470001
2013-12-26,60.93
2013-12-27,60.110001000000004
2013-12-30,60.700001
2013-12-31,60.32
2014-01-02,61.200001
2014-01-03,60.98
2014-01-06,59.610001000000004
2014-01-07,59.889998999999996
2014-01-08,59.700001
2014-01-09,61.540001000000004
2014-01-10,62.869999
2014-01-13,60.689999
2014-01-14,61.59
2014-01-15,61.189999
2014-01-16,60.57
2014-01-17,60.099998
2014-01-21,58.669998
2014-01-22,57.950001
2014-01-23,57.59
2014-01-24,57.349998
2014-01-27,57.509997999999996
2014-01-28,57.27
2014-01-29,56.619999
2014-01-30,56.5
2014-01-31,56.32
2014-02-03,55.509997999999996
2014-02-04,55.790001000000004
2014-02-05,56.139998999999996
2014-02-06,57.240002000000004
2014-02-07,57.099998
2014-02-10,56.66
2014-02-11,56.700001
2014-02-12,56.27
2014-02-13,55.91
2014-02-14,57.259997999999996
2014-02-18,58.02
2014-02-19,57.439999
2014-02-20,57.099998
2014-02-21,57.490002000000004
2014-02-24,58.029999
2014-02-25,58.02
2014-02-26,59.880001
2014-02-27,59.77
2014-02-28,59.900002
2014-03-03,59.84
2014-03-04,59.82
2014-03-05,59.709998999999996
2014-03-06,59.41
2014-03-07,59.389998999999996
2014-03-10,59.400002
2014-03-11,59.400002
2014-03-12,59.290001000000004
2014-03-13,57.66
2014-03-14,57.189999
2014-03-17,57.720001
2014-03-18,57.91
2014-03-19,57.849998
2014-03-20,57.580002
2014-03-21,58.029999
2014-03-24,56.290001000000004
2014-03-25,55.200001
2014-03-26,55.59
2014-03-27,55.669998
2014-03-28,55.400002
2014-03-31,55.48
2014-04-01,56.419998
2014-04-02,57.220001
2014-04-03,57.310001
2014-04-04,56.68
2014-04-07,55.380001
2014-04-08,55.450001
2014-04-09,56.360001000000004
2014-04-10,55.450001
2014-04-11,54.740002000000004
2014-04-14,55.200001
2014-04-15,54.970001
2014-04-16,54.880001
2014-04-17,55.43
2014-04-21,55.09
2014-04-22,55.09
2014-04-23,55.330002
2014-04-24,55.310001
2014-04-25,56.330002
2014-04-28,56.259997999999996
2014-04-29,56.02
2014-04-30,56.439999
2014-05-01,56.650002
2014-05-02,57.0
2014-05-05,56.889998999999996
2014-05-06,56.919998
2014-05-07,56.759997999999996
2014-05-08,56.720001
2014-05-09,56.740002000000004
2014-05-12,57.009997999999996
2014-05-13,56.400002
2014-05-14,56.240002000000004
2014-05-15,55.259997999999996
2014-05-16,55.630001
2014-05-19,56.0
